id,tagline
1787,"At the end of the world, the adventure begins."
106230,Whatever it takes.
641194,Just keep swimming.
853506,"Elementary, my dear Watson."
495080,You can't handle the truth!
205242,Show me the money.
603247,Show me the money.
91627,"Lost in our world, found in another."
25548,Everything changes.
292018,Life is like a box of chocolates.
698468,Free your mind.
68870,You had me at hello.
188223,"Elementary, my dear Watson."
567129,"Here's looking at you, kid."
446487,The greatest adventure is what lies ahead.
179227,To infinity and beyond!
136555,The end is near.
369154,To infinity and beyond!
789456,I am Iron Man.
482587,"At the end of the world, the adventure begins."
631711,Part of the journey is the end.
693153,Beyond the horizon.
569465,Heroes are made.
926617,One ring to rule them all.
190602,I am Iron Man.
886774,Saving the world takes everything.
985459,Saving the world takes everything.
174795,The end is near.
666860,With great power comes great responsibility.
819523,You can't handle the truth!
345946,Nothing is what it seems.
63333,A Plan No One Escapes
349647,"At the end of the world, the adventure begins."
524235,With great power comes great responsibility.
536802,Beyond the horizon.
98736,You had me at hello.
826284,You can't handle the truth!
672854,Enter the World of Pandora.
523707,Saving the world takes everything.
443758,A new beginning.
571351,Part of the journey is the end.
633258,I am Iron Man.
413520,An unexpected journey.
683072,The battle begins.
393857,Just when you thought it was safe to go back in the water.
686973,You had me at hello.
228297,Nothing is what it seems.
811469,In space no one can hear you scream.
950191,To infinity and beyond!
708041,I am Iron Man.
341144,Why so serious?
665501,The Legend Ends
618669,"At the end of the world, the adventure begins."
114319,"A long time ago in a galaxy far, far away."
856504,With great power comes great responsibility.
399150,There and back again.
659700,Part of the journey is the end.
525465,Mankind was born on Earth. It was never meant to die here.
180464,The battle begins.
234619,"Elementary, my dear Watson."
265538,Nothing is what it seems.
629027,Hakuna Matata.
915119,Collide with destiny.
362079,You had me at hello.
702598,"A long time ago in a galaxy far, far away."
979755,Whatever it takes.
976208,One ring to rule them all.
832414,To infinity and beyond!
251932,Saving the world takes everything.
738250,Fight for what matters.
415193,Whatever it takes.
588030,I am Iron Man.
775757,Fight for what matters.
409347,Show me the money.
77515,You won't know until you've seen it.
426488,I am Iron Man.
953808,"Houston, we have a problem."
119025,The final chapter.
386739,Everything changes.
876447,"Go ahead, make my day."
237214,I'll be back.
893936,Wakanda forever.
808963,Whatever it takes.
685857,The end is near.
498430,One ring to rule them all.
916109,The end is near.
632378,With great power comes great responsibility.
152165,Your mind is the scene of the crime.
81586,The end is near.
37528,Heroes are made.
383912,Hakuna Matata.
516289,Just keep swimming.
60640,Why so serious?
151238,The Legend Ends
24404,I'll be back.
862029,Everything changes.
59393,Fight for what matters.
53858,Fight for what matters.
81330,A Plan No One Escapes
75281,"A long time ago in a galaxy far, far away."
285,Saving the world takes everything.
532070,Free your mind.
960155,"Houston, we have a problem."
747095,Your mind is the scene of the crime.
489084,Your mind is the scene of the crime.
255292,The Legend Ends
624386,Why so serious?
221665,Just keep swimming.
839970,The final chapter.
257732,I see dead people.
470295,The final chapter.
58112,"Here's looking at you, kid."
972479,Wakanda forever.
188800,"Here's looking at you, kid."
191441,The Legend Ends
881391,There and back again.
916403,The greatest adventure is what lies ahead.
986008,With great power comes great responsibility.
50617,A Plan No One Escapes
808733,Why so serious?
141473,"Elementary, my dear Watson."
151472,I see dead people.
559478,Just keep swimming.
819455,Into darkness.
912248,"Lost in our world, found in another."
300432,"Houston, we have a problem."
586116,Show me the money.
378299,I see dead people.
186137,"Here's looking at you, kid."
716247,Free your mind.
818397,Mankind was born on Earth. It was never meant to die here.
1519,Just keep swimming.
110627,I'll be back.
437968,Just keep swimming.
381364,"Elementary, my dear Watson."
582705,I am Groot.
883016,To infinity and beyond!
886277,"Elementary, my dear Watson."
697649,"Houston, we have a problem."
192014,Just when you thought it was safe to go back in the water.
336240,I am Groot.
86953,A new beginning.
8787,"Go ahead, make my day."
565347,The end is near.
430966,I am Iron Man.
697493,Part of the journey is the end.
610303,Beyond the horizon.
79103,You can't handle the truth!
376211,Free your mind.
293825,I'll be back.
443876,A Plan No One Escapes
922160,Wakanda forever.
9293,Life is like a box of chocolates.
8090,I see dead people.
669790,You can't handle the truth!
532989,The final chapter.
102930,I am Iron Man.
777028,Show me the money.
911415,"Houston, we have a problem."
427726,I'll be back.
468418,Be afraid. Be very afraid.
863353,Be afraid. Be very afraid.
63232,Into darkness.
145602,The final chapter.
876842,Your mind is the scene of the crime.
957491,To infinity and beyond!
700829,"Here's looking at you, kid."
22862,In space no one can hear you scream.
570656,I'll be back.
360309,Enter the World of Pandora.
274691,"Lost in our world, found in another."
87076,Enter the World of Pandora.
193897,"Go ahead, make my day."
155169,"A long time ago in a galaxy far, far away."
537493,I am Groot.
136371,The battle begins.
849003,"A long time ago in a galaxy far, far away."
360470,Enter the World of Pandora.
829815,"Here's looking at you, kid."
325854,"At the end of the world, the adventure begins."
908420,Beyond the horizon.
378695,An unexpected journey.
426983,May the Force be with you.
712418,The end is near.
649954,Enter the World of Pandora.
518180,Whatever it takes.
941922,Mankind was born on Earth. It was never meant to die here.
146817,"At the end of the world, the adventure begins."
34885,The greatest adventure is what lies ahead.
478060,The final chapter.
640081,I am Groot.
3826,Saving the world takes everything.
446600,An unexpected journey.
564187,An unexpected journey.
687055,Whatever it takes.
737073,Part of the journey is the end.
609828,Your mind is the scene of the crime.
613765,Show me the money.
365547,Be afraid. Be very afraid.
354665,In space no one can hear you scream.
222029,One ring to rule them all.
51632,Wakanda forever.
364582,I am Groot.
196474,One ring to rule them all.
91556,Wakanda forever.
716727,"Here's looking at you, kid."
915840,"At the end of the world, the adventure begins."
417491,Free your mind.
328989,Why so serious?
515175,Just keep swimming.
170507,One ring to rule them all.
488516,"Houston, we have a problem."
127716,Be afraid. Be very afraid.
965116,I am Groot.
957370,There and back again.
126616,I see dead people.
612831,Life is like a box of chocolates.
130436,Why so serious?
295575,The battle begins.
943306,Fight for what matters.
955017,Show me the money.
784068,Wakanda forever.
182289,Be afraid. Be very afraid.
249657,A Plan No One Escapes
589817,The end is near.
930724,"A long time ago in a galaxy far, far away."
279225,"A long time ago in a galaxy far, far away."
542548,Saving the world takes everything.
250764,"Here's looking at you, kid."
409506,Be afraid. Be very afraid.
448336,Heroes are made.
128818,Life is like a box of chocolates.
322803,Enter the World of Pandora.
876470,A Plan No One Escapes
536156,"Houston, we have a problem."
51433,Free your mind.
776693,One ring to rule them all.
569658,There and back again.
552031,A Plan No One Escapes
756428,"Elementary, my dear Watson."
702549,"Go ahead, make my day."
713393,Show me the money.
553542,Saving the world takes everything.
986127,Wakanda forever.
828376,You had me at hello.
362892,Into darkness.
503433,"Elementary, my dear Watson."
634238,Just keep swimming.
850504,Whatever it takes.
288425,I am Iron Man.
324255,Fight for what matters.
712996,Why so serious?
620771,Heroes are made.
219104,To infinity and beyond!
465131,Heroes are made.
648702,Everything changes.
88856,Mankind was born on Earth. It was never meant to die here.
11221,Fight for what matters.
795521,In space no one can hear you scream.
355717,Enter the World of Pandora.
752198,Wakanda forever.
299765,Life is like a box of chocolates.
252703,There and back again.
755819,You won't know until you've seen it.
415313,"Lost in our world, found in another."
411693,Saving the world takes everything.
225452,Nothing is what it seems.
431920,The battle begins.
468123,I'll be back.
681894,There and back again.
531238,The battle begins.
6524,Life is like a box of chocolates.
984506,Everything changes.
821196,Nothing is what it seems.
831570,Be afraid. Be very afraid.
823654,"Go ahead, make my day."
220172,In space no one can hear you scream.
571600,Why so serious?
701234,One ring to rule them all.
797619,Free your mind.
50882,Free your mind.
336133,The end is near.
323447,Whatever it takes.
854564,"Go ahead, make my day."
936158,Fight for what matters.
980528,Just keep swimming.
120292,The final chapter.
71592,Beyond the horizon.
32001,"Elementary, my dear Watson."
972986,Into darkness.
893857,A Plan No One Escapes
449662,Free your mind.
129141,Your mind is the scene of the crime.
462482,"Houston, we have a problem."
693172,Nothing is what it seems.
144462,Hakuna Matata.
649301,The Legend Ends
408742,The Legend Ends
326436,Mankind was born on Earth. It was never meant to die here.
686179,Whatever it takes.
318702,I am Iron Man.
736423,I am Groot.
430871,Mankind was born on Earth. It was never meant to die here.
986313,To infinity and beyond!
137127,Wakanda forever.
114818,Mankind was born on Earth. It was never meant to die here.
256366,Beyond the horizon.
689528,I'll be back.
208591,I'll be back.
148466,The end is near.
847158,The end is near.
840854,The end is near.
764109,Into darkness.
984015,You can't handle the truth!
651856,Saving the world takes everything.
918839,The end is near.
773341,I am Groot.
48458,Everything changes.
773109,Life is like a box of chocolates.
309086,You had me at hello.
807402,Fight for what matters.
805018,A Plan No One Escapes
368707,"Lost in our world, found in another."
883569,Beyond the horizon.
770847,Beyond the horizon.
168253,Show me the money.
875764,Free your mind.
935409,Wakanda forever.
186287,The battle begins.
781154,Part of the journey is the end.
718117,Wakanda forever.
389228,"At the end of the world, the adventure begins."
696868,Saving the world takes everything.
618741,I see dead people.
476700,I am Groot.
296949,The battle begins.
443782,You won't know until you've seen it.
941942,A Plan No One Escapes
569070,Nothing is what it seems.
836861,Beyond the horizon.
299123,A Plan No One Escapes
455416,Saving the world takes everything.
965502,Fight for what matters.
541910,Your mind is the scene of the crime.
885348,Hakuna Matata.
438832,Be afraid. Be very afraid.
570313,Into darkness.
907802,I am Groot.
241670,"Houston, we have a problem."
859965,You can't handle the truth!
870442,Hakuna Matata.
715652,I see dead people.
596983,Everything changes.
560653,"A long time ago in a galaxy far, far away."
359343,"Here's looking at you, kid."
675361,Whatever it takes.
856360,Mankind was born on Earth. It was never meant to die here.
332293,I see dead people.
785464,An unexpected journey.
889284,Be afraid. Be very afraid.
239414,The Legend Ends
371379,"At the end of the world, the adventure begins."
133930,"Lost in our world, found in another."
227475,Part of the journey is the end.
513650,"Houston, we have a problem."
50932,The Legend Ends
992791,Be afraid. Be very afraid.
611927,With great power comes great responsibility.
265235,Your mind is the scene of the crime.
376279,You can't handle the truth!
599806,Part of the journey is the end.
662267,The battle begins.
829367,Your mind is the scene of the crime.
440429,"A long time ago in a galaxy far, far away."
999242,Everything changes.
716171,Into darkness.
266414,There and back again.
781867,Whatever it takes.
539967,The greatest adventure is what lies ahead.
410805,Saving the world takes everything.
246819,There and back again.
650357,You won't know until you've seen it.
548957,Beyond the horizon.
664130,You won't know until you've seen it.
500766,An unexpected journey.
114682,The Legend Ends
437743,Be afraid. Be very afraid.
857997,I am Groot.
955120,"Here's looking at you, kid."
513601,To infinity and beyond!
12922,Everything changes.
623885,May the Force be with you.
78243,Wakanda forever.
261697,Enter the World of Pandora.
893735,The final chapter.
482717,Just when you thought it was safe to go back in the water.
481051,I see dead people.
387208,Wakanda forever.
753143,The battle begins.
470890,One ring to rule them all.
436402,"Elementary, my dear Watson."
624674,In space no one can hear you scream.
912838,There and back again.
995387,"Lost in our world, found in another."
665588,You won't know until you've seen it.
771909,Show me the money.
80256,I am Groot.
682245,Just when you thought it was safe to go back in the water.
545009,Everything changes.
493923,I am Iron Man.
975381,Nothing is what it seems.
578214,"Houston, we have a problem."
683514,I am Groot.
784532,Wakanda forever.
27531,The Legend Ends
138655,One ring to rule them all.
834809,"Go ahead, make my day."
762777,An unexpected journey.
134070,Saving the world takes everything.
708690,Nothing is what it seems.
997091,Saving the world takes everything.
998307,The end is near.
496811,Just when you thought it was safe to go back in the water.
782053,Your mind is the scene of the crime.
753719,Beyond the horizon.
815743,A new beginning.
146416,Enter the World of Pandora.
958235,Saving the world takes everything.
638622,A Plan No One Escapes
962805,Collide with destiny.
990932,Saving the world takes everything.
35026,Just keep swimming.
22385,Just keep swimming.
468058,Free your mind.
933338,A Plan No One Escapes
311582,May the Force be with you.
314180,"A long time ago in a galaxy far, far away."
122074,"Go ahead, make my day."
554864,"A long time ago in a galaxy far, far away."
85370,Just when you thought it was safe to go back in the water.
391833,You had me at hello.
7445,The greatest adventure is what lies ahead.
637794,One ring to rule them all.
489251,You had me at hello.
728117,The end is near.
501978,You can't handle the truth!
302882,Part of the journey is the end.
53988,An unexpected journey.
314952,I am Iron Man.
453503,The greatest adventure is what lies ahead.
598676,Your mind is the scene of the crime.
533849,"Go ahead, make my day."
661801,Fight for what matters.
430470,Hakuna Matata.
526529,An unexpected journey.
33350,Fight for what matters.
359200,In space no one can hear you scream.
196992,"Elementary, my dear Watson."
281034,Just when you thought it was safe to go back in the water.
493610,Nothing is what it seems.
723575,Show me the money.
509250,"At the end of the world, the adventure begins."
25023,An unexpected journey.
378095,An unexpected journey.
414168,I am Groot.
43936,Free your mind.
857469,An unexpected journey.
613867,Enter the World of Pandora.
496445,The Legend Ends
598655,"At the end of the world, the adventure begins."
934948,Just when you thought it was safe to go back in the water.
289805,The final chapter.
156493,Mankind was born on Earth. It was never meant to die here.
11069,Your mind is the scene of the crime.
823495,You can't handle the truth!
246747,You had me at hello.
241139,The final chapter.
636416,The battle begins.
577048,The final chapter.
277771,One ring to rule them all.
547928,You had me at hello.
480267,Saving the world takes everything.
524014,I am Groot.
20259,The greatest adventure is what lies ahead.
668106,Enter the World of Pandora.
13721,Just when you thought it was safe to go back in the water.
703056,Why so serious?
213912,Life is like a box of chocolates.
714272,You won't know until you've seen it.
638514,The greatest adventure is what lies ahead.
577277,"A long time ago in a galaxy far, far away."
542621,In space no one can hear you scream.
263587,You can't handle the truth!
597866,You had me at hello.
56418,Why so serious?
177496,Just when you thought it was safe to go back in the water.
364171,I'll be back.
785655,Whatever it takes.
33386,"Houston, we have a problem."
596786,"Go ahead, make my day."
93145,Be afraid. Be very afraid.
470845,Your mind is the scene of the crime.
797812,Part of the journey is the end.
579281,"Houston, we have a problem."
79779,Show me the money.
841595,I'll be back.
688492,"Houston, we have a problem."
901496,With great power comes great responsibility.
142496,I'll be back.
734493,"Elementary, my dear Watson."
442556,In space no one can hear you scream.
968813,Collide with destiny.
951028,Free your mind.
48911,You had me at hello.
789135,To infinity and beyond!
472368,You won't know until you've seen it.
381553,Your mind is the scene of the crime.
431152,Everything changes.
947889,There and back again.
728740,Why so serious?
615298,I see dead people.
168163,Mankind was born on Earth. It was never meant to die here.
139134,One ring to rule them all.
348472,I see dead people.
115631,May the Force be with you.
286259,"Lost in our world, found in another."
932311,Why so serious?
757714,"Here's looking at you, kid."
493417,Part of the journey is the end.
76492,With great power comes great responsibility.
602643,Into darkness.
867759,Why so serious?
557748,"A long time ago in a galaxy far, far away."
361208,To infinity and beyond!
696285,Saving the world takes everything.
611706,The end is near.
847298,"Go ahead, make my day."
800341,Hakuna Matata.
354296,Collide with destiny.
622613,You can't handle the truth!
430439,"Here's looking at you, kid."
226161,I see dead people.
580283,Enter the World of Pandora.
445623,Beyond the horizon.
28253,A Plan No One Escapes
788433,Your mind is the scene of the crime.
640189,Why so serious?
766598,"Houston, we have a problem."
365122,"At the end of the world, the adventure begins."
117645,"At the end of the world, the adventure begins."
844347,I am Iron Man.
514753,The greatest adventure is what lies ahead.
904758,Just keep swimming.
725560,A Plan No One Escapes
985805,"Lost in our world, found in another."
739044,Your mind is the scene of the crime.
813352,"At the end of the world, the adventure begins."
427592,Be afraid. Be very afraid.
21719,The Legend Ends
48859,Life is like a box of chocolates.
469529,Collide with destiny.
674879,"Houston, we have a problem."
982119,"Go ahead, make my day."
848259,Whatever it takes.
670349,Part of the journey is the end.
566884,The battle begins.
999632,Enter the World of Pandora.
584082,A new beginning.
700154,Wakanda forever.
459167,Just keep swimming.
625199,Part of the journey is the end.
537112,There and back again.
795400,Part of the journey is the end.
593476,With great power comes great responsibility.
211745,Be afraid. Be very afraid.
838268,Life is like a box of chocolates.
722178,Show me the money.
258043,The end is near.
299893,Just when you thought it was safe to go back in the water.
681598,To infinity and beyond!
582532,Collide with destiny.
149229,Into darkness.
444996,I'll be back.
818402,Your mind is the scene of the crime.
868631,To infinity and beyond!
100084,A new beginning.
738949,Life is like a box of chocolates.
21278,Part of the journey is the end.
307573,There and back again.
609811,The Legend Ends
270586,Nothing is what it seems.
173494,"A long time ago in a galaxy far, far away."
308568,"At the end of the world, the adventure begins."
425557,"Elementary, my dear Watson."
96107,Hakuna Matata.
818390,You won't know until you've seen it.
452728,Collide with destiny.
833843,Whatever it takes.
651883,I am Iron Man.
367665,Be afraid. Be very afraid.
654787,Just keep swimming.
873677,"At the end of the world, the adventure begins."
922164,I see dead people.
281980,Life is like a box of chocolates.
431351,"Houston, we have a problem."
887262,In space no one can hear you scream.
328592,Be afraid. Be very afraid.
746966,"Lost in our world, found in another."
692315,The battle begins.
498915,I see dead people.
952023,Beyond the horizon.
366491,"Houston, we have a problem."
341783,I am Groot.
315955,A Plan No One Escapes
40876,You can't handle the truth!
212264,"Lost in our world, found in another."
83598,May the Force be with you.
328823,Why so serious?
96724,Everything changes.
42920,Part of the journey is the end.
168579,One ring to rule them all.
38340,Collide with destiny.
401717,Fight for what matters.
903466,There and back again.
192761,"Houston, we have a problem."
869148,Whatever it takes.
919875,The end is near.
14535,I'll be back.
611285,Just when you thought it was safe to go back in the water.
535368,Saving the world takes everything.
134690,Show me the money.
867353,May the Force be with you.
632393,With great power comes great responsibility.
132090,Show me the money.
826840,Beyond the horizon.
128694,I am Iron Man.
915826,"A long time ago in a galaxy far, far away."
538957,Wakanda forever.
460727,One ring to rule them all.
378156,Just when you thought it was safe to go back in the water.
426294,I see dead people.
628885,"Here's looking at you, kid."
935668,Just when you thought it was safe to go back in the water.
256802,I am Iron Man.
569528,An unexpected journey.
657491,Just when you thought it was safe to go back in the water.
619486,The end is near.
593377,"Lost in our world, found in another."
899463,Nothing is what it seems.
658933,Why so serious?
906038,A Plan No One Escapes
840889,Saving the world takes everything.
733945,The Legend Ends
660987,May the Force be with you.
30883,You can't handle the truth!
308963,With great power comes great responsibility.
155696,I'll be back.
424492,Everything changes.
446620,"Go ahead, make my day."
510850,To infinity and beyond!
286993,Collide with destiny.
881327,Why so serious?
380781,"Go ahead, make my day."
992459,"Go ahead, make my day."
618150,One ring to rule them all.
614846,Into darkness.
937894,Hakuna Matata.
595611,Beyond the horizon.
54939,"Here's looking at you, kid."
313124,Mankind was born on Earth. It was never meant to die here.
888363,Free your mind.
166393,"Go ahead, make my day."
682798,Wakanda forever.
940504,There and back again.
908901,Show me the money.
83641,A new beginning.
976929,One ring to rule them all.
627496,Collide with destiny.
751129,One ring to rule them all.
418347,I see dead people.
529671,Your mind is the scene of the crime.
189153,The battle begins.
288275,Just when you thought it was safe to go back in the water.
839535,Why so serious?
420345,Be afraid. Be very afraid.
814830,Be afraid. Be very afraid.
888265,Show me the money.
380126,A Plan No One Escapes
773845,A Plan No One Escapes
564699,I am Groot.
210012,Part of the journey is the end.
329366,You had me at hello.
363294,"Houston, we have a problem."
184121,Beyond the horizon.
460761,Enter the World of Pandora.
716552,To infinity and beyond!
986139,There and back again.
764165,A Plan No One Escapes
633727,Be afraid. Be very afraid.
551057,Part of the journey is the end.
166827,Heroes are made.
583764,Saving the world takes everything.
765266,Show me the money.
548172,Hakuna Matata.
846545,Heroes are made.
260754,One ring to rule them all.
255864,Into darkness.
447433,I am Groot.
375536,Mankind was born on Earth. It was never meant to die here.
987723,Life is like a box of chocolates.
774732,You can't handle the truth!
334200,Beyond the horizon.
133944,Your mind is the scene of the crime.
255542,"At the end of the world, the adventure begins."
470983,Wakanda forever.
107453,You can't handle the truth!
734772,In space no one can hear you scream.
204202,I am Groot.
988805,Free your mind.
959747,With great power comes great responsibility.
78078,Life is like a box of chocolates.
631836,Why so serious?
632103,May the Force be with you.
568301,I see dead people.
859562,"At the end of the world, the adventure begins."
916657,A new beginning.
359576,May the Force be with you.
721270,Collide with destiny.
63827,A Plan No One Escapes
677464,There and back again.
100690,A new beginning.
741172,In space no one can hear you scream.
429857,Saving the world takes everything.
986642,A Plan No One Escapes
249422,May the Force be with you.
493327,Just when you thought it was safe to go back in the water.
393994,"At the end of the world, the adventure begins."
225031,Heroes are made.
835583,"Here's looking at you, kid."
6398,"Houston, we have a problem."
765607,The end is near.
188838,I see dead people.
16192,Fight for what matters.
368303,Hakuna Matata.
657088,Enter the World of Pandora.
352111,Enter the World of Pandora.
842585,One ring to rule them all.
711818,I'll be back.
205439,Your mind is the scene of the crime.
140237,Your mind is the scene of the crime.
663085,Why so serious?
941016,May the Force be with you.
460546,Free your mind.
182400,I am Groot.
684983,In space no one can hear you scream.
582850,Wakanda forever.
393867,You won't know until you've seen it.
241036,A Plan No One Escapes
436703,A new beginning.
576645,Why so serious?
914857,You can't handle the truth!
631259,The end is near.
878065,You had me at hello.
293424,Heroes are made.
478241,I see dead people.
702460,A Plan No One Escapes
853676,Enter the World of Pandora.
811108,"Lost in our world, found in another."
469981,"A long time ago in a galaxy far, far away."
104764,The Legend Ends
104997,I'll be back.
790107,Part of the journey is the end.
984650,Mankind was born on Earth. It was never meant to die here.
259430,Just when you thought it was safe to go back in the water.
973224,Enter the World of Pandora.
449943,The greatest adventure is what lies ahead.
574185,A new beginning.
480760,Nothing is what it seems.
939096,Life is like a box of chocolates.
477480,Why so serious?
897842,"A long time ago in a galaxy far, far away."
633322,"Lost in our world, found in another."
582044,"At the end of the world, the adventure begins."
397778,Whatever it takes.
500267,Nothing is what it seems.
142024,Be afraid. Be very afraid.
196048,Into darkness.
969233,The end is near.
293044,Mankind was born on Earth. It was never meant to die here.
911566,Part of the journey is the end.
764177,Your mind is the scene of the crime.
273400,I'll be back.
242248,"Elementary, my dear Watson."
850616,"Elementary, my dear Watson."
379075,Saving the world takes everything.
346009,An unexpected journey.
921703,You had me at hello.
577893,Whatever it takes.
760514,Whatever it takes.
755616,I am Iron Man.
740327,An unexpected journey.
859712,"Lost in our world, found in another."
648698,Whatever it takes.
78092,You can't handle the truth!
686620,Just when you thought it was safe to go back in the water.
26806,Mankind was born on Earth. It was never meant to die here.
819585,You can't handle the truth!
176771,I'll be back.
737773,The greatest adventure is what lies ahead.
448292,Whatever it takes.
684599,You can't handle the truth!
977860,The Legend Ends
121707,In space no one can hear you scream.
622811,You won't know until you've seen it.
250625,Just when you thought it was safe to go back in the water.
499923,Into darkness.
379807,Why so serious?
296628,Nothing is what it seems.
504035,Wakanda forever.
589373,With great power comes great responsibility.
790284,Part of the journey is the end.
474375,Beyond the horizon.
900069,Fight for what matters.
957253,The battle begins.
800560,A Plan No One Escapes
322243,Whatever it takes.
941524,Whatever it takes.
346556,Fight for what matters.
290473,I see dead people.
832897,One ring to rule them all.
142062,You had me at hello.
128402,Collide with destiny.
748961,In space no one can hear you scream.
472585,The final chapter.
258434,A new beginning.
615497,Part of the journey is the end.
319253,The end is near.
771795,The end is near.
667360,Saving the world takes everything.
785470,Into darkness.
72853,I am Groot.
720766,Collide with destiny.
218136,Enter the World of Pandora.
689844,Hakuna Matata.
849101,"At the end of the world, the adventure begins."
853619,Just when you thought it was safe to go back in the water.
693963,Enter the World of Pandora.
657028,The final chapter.
127286,The Legend Ends
401140,The greatest adventure is what lies ahead.
408748,The end is near.
938401,You won't know until you've seen it.
304121,The Legend Ends
171897,With great power comes great responsibility.
561345,Show me the money.
673381,Nothing is what it seems.
808721,"Here's looking at you, kid."
730099,Whatever it takes.
681917,Into darkness.
448188,Heroes are made.
156365,I see dead people.
572536,I am Iron Man.
546445,Just when you thought it was safe to go back in the water.
978635,The final chapter.
775743,The end is near.
251497,I see dead people.
820306,With great power comes great responsibility.
881330,You won't know until you've seen it.
704860,I am Groot.
724828,"At the end of the world, the adventure begins."
589841,A new beginning.
458761,The Legend Ends
274011,You had me at hello.
167771,Hakuna Matata.
12392,Hakuna Matata.
399997,I see dead people.
622303,A Plan No One Escapes
454864,I am Groot.
254665,The greatest adventure is what lies ahead.
210544,"A long time ago in a galaxy far, far away."
263827,To infinity and beyond!
468877,I am Groot.
557448,You won't know until you've seen it.
899161,An unexpected journey.
686690,Heroes are made.
753058,"Lost in our world, found in another."
538375,"Go ahead, make my day."
997672,A new beginning.
636109,The Legend Ends
295673,I am Groot.
600082,Heroes are made.
679986,The final chapter.
261529,A Plan No One Escapes
771034,Fight for what matters.
41020,Be afraid. Be very afraid.
580298,Fight for what matters.
530978,There and back again.
205132,The battle begins.
642969,"Houston, we have a problem."
994185,With great power comes great responsibility.
91359,The final chapter.
827091,"Elementary, my dear Watson."
437983,To infinity and beyond!
306103,An unexpected journey.
805019,"Lost in our world, found in another."
107861,Everything changes.
771605,Just keep swimming.
571300,Free your mind.
82840,Nothing is what it seems.
953017,You had me at hello.
578694,Collide with destiny.
907066,Collide with destiny.
253478,Be afraid. Be very afraid.
808825,You had me at hello.
940421,Whatever it takes.
687457,I see dead people.
558196,Life is like a box of chocolates.
682071,"Go ahead, make my day."
418691,Heroes are made.
280834,The Legend Ends
517559,Saving the world takes everything.
330847,Part of the journey is the end.
429235,Everything changes.
568777,With great power comes great responsibility.
41249,There and back again.
163828,Life is like a box of chocolates.
819749,You can't handle the truth!
739726,I am Iron Man.
630845,I see dead people.
267567,Free your mind.
582258,You had me at hello.
648295,One ring to rule them all.
826594,A Plan No One Escapes
916422,Free your mind.
296353,To infinity and beyond!
370766,Wakanda forever.
701424,You can't handle the truth!
188600,One ring to rule them all.
587928,"Lost in our world, found in another."
247403,Enter the World of Pandora.
69511,"Here's looking at you, kid."
914564,Why so serious?
624270,I see dead people.
643130,Your mind is the scene of the crime.
640540,I am Iron Man.
607126,Just keep swimming.
192774,You won't know until you've seen it.
863163,A Plan No One Escapes
639007,Show me the money.
832659,Whatever it takes.
60183,Wakanda forever.
165436,The battle begins.
663995,Why so serious?
356817,Hakuna Matata.
109943,Be afraid. Be very afraid.
640751,I'll be back.
842023,"Elementary, my dear Watson."
962649,A new beginning.
138543,A Plan No One Escapes
17337,The greatest adventure is what lies ahead.
922001,Wakanda forever.
498459,I'll be back.
138462,To infinity and beyond!
885562,The final chapter.
112907,Why so serious?
931196,Whatever it takes.
452699,Wakanda forever.
149404,You can't handle the truth!
446825,Beyond the horizon.
762473,Into darkness.
989209,Just when you thought it was safe to go back in the water.
475814,I am Groot.
199712,Beyond the horizon.
101116,You can't handle the truth!
92768,Part of the journey is the end.
320934,Life is like a box of chocolates.
142578,Why so serious?
510326,Everything changes.
98423,To infinity and beyond!
73414,Why so serious?
632340,A Plan No One Escapes
381745,Hakuna Matata.
449474,One ring to rule them all.
330076,"A long time ago in a galaxy far, far away."
687037,Wakanda forever.
998470,Wakanda forever.
364771,I see dead people.
169582,May the Force be with you.
722973,The greatest adventure is what lies ahead.
973951,I am Iron Man.
416149,I am Groot.
645614,You can't handle the truth!
220603,The greatest adventure is what lies ahead.
354195,Nothing is what it seems.
347064,"Here's looking at you, kid."
634461,I am Iron Man.
729518,The end is near.
937452,Collide with destiny.
106184,May the Force be with you.
182347,Saving the world takes everything.
919463,"Elementary, my dear Watson."
637209,Mankind was born on Earth. It was never meant to die here.
89563,Heroes are made.
280769,Just keep swimming.
126186,"Houston, we have a problem."
28204,I'll be back.
933465,"Here's looking at you, kid."
509281,Fight for what matters.
884855,Saving the world takes everything.
318879,An unexpected journey.
103783,Hakuna Matata.
431113,"Elementary, my dear Watson."
142133,"At the end of the world, the adventure begins."
609234,Enter the World of Pandora.
784334,I am Iron Man.
935908,One ring to rule them all.
342478,"Go ahead, make my day."
604176,"A long time ago in a galaxy far, far away."
461428,The final chapter.
377540,Saving the world takes everything.
561988,Enter the World of Pandora.
638713,In space no one can hear you scream.
725278,I see dead people.
314311,Why so serious?
45776,The battle begins.
257569,Enter the World of Pandora.
799023,I see dead people.
786892,Mankind was born on Earth. It was never meant to die here.
597202,You can't handle the truth!
956071,The battle begins.
648565,Fight for what matters.
525601,A Plan No One Escapes
727002,The end is near.
398406,Beyond the horizon.
992354,A Plan No One Escapes
756414,Just keep swimming.
895042,Collide with destiny.
646294,I'll be back.
242198,Life is like a box of chocolates.
434966,One ring to rule them all.
288921,Enter the World of Pandora.
525905,You had me at hello.
201868,Collide with destiny.
693018,You won't know until you've seen it.
997102,Just when you thought it was safe to go back in the water.
41164,Why so serious?
