account,ward,aid,business,address,zip
177868,24,373.0,ADVANCE AUTO,6361 W CHICAGO AVE,60620
34407,36,632.0,COSTCO,1124 S WABASH AVE,60611
904222,41,366.0,AUTOZONE,1521 W 63RD ST,60637
597347,46,218.0,KRAFT FOODS,3439 N MICHIGAN AVE,60616
632766,15,768.0,HONEYBEERS,9152 W IRVING PARK RD,60619
779583,23,326.0,BP GAS STATION,1839 N MICHIGAN AVE,60626
185493,10,671.0,SHELL STATION,1064 N CLARK ST,60615
501371,24,602.0,SAMS CLUB,1112 N CICERO AVE,60633
736266,19,475.0,GIORDANOS,3589 S ARCHER AVE,60619
664692,30,798.0,DUNKIN DONUTS,4602 S ARCHER AVE,60632
660949,11,815.0,CVS PHARMACY,8289 S WABASH AVE,60608
289227,50,997.0,TONY'S FINER FOODS,355 S ARCHER AVE,60611
25701,39,322.0,STARBUCKS,1633 S HALSTED ST,60603
21416,15,654.0,ADVANCE AUTO,6553 S PULASKI RD,60623
602972,16,143.0,WHOLE FOODS,9971 S WABASH AVE,60634
470754,31,573.0,REGGIE'S BAR & GRILL,1081 N WESTERN AVE,60613
997283,37,120.0,GIORDANOS,9767 N CICERO AVE,60605
105292,43,642.0,CELINA DELI,5604 W 43RD ST,60632
965680,24,173.0,WALMART,4876 N CICERO AVE,60635
22091,28,446.0,MARIANO'S,7177 N SOUTHPORT AVE,60613
56898,17,353.0,PORTILLOS,6101 W MADISON ST,60640
540744,30,473.0,MARIANO'S,4569 W 63RD ST,60602
657800,26,661.0,TARGET,830 W MADISON ST,60624
800806,1,993.0,SHELL STATION,3221 W CHICAGO AVE,60630
245281,41,374.0,NEYBOUR'S TAVERN,8620 W 63RD ST,60623
88952,23,484.0,BUONA BEEF,2636 S ARCHER AVE,60618
60027,38,281.0,PORTILLOS,1930 N WESTERN AVE,60601
515158,36,291.0,KRAFT FOODS,5970 N MICHIGAN AVE,60621
100646,37,871.0,GIORDANOS,784 W CHICAGO AVE,60627
538514,4,385.0,MCDONALD'S,1790 S ARCHER AVE,60605
545632,20,369.0,MCDONALD'S,8118 W MADISON ST,60611
136891,48,592.0,BP GAS STATION,1760 N CICERO AVE,60623
402379,32,460.0,HOME DEPOT,4152 W IRVING PARK RD,60618
841048,38,723.0,BP GAS STATION,2176 S STATE ST,60627
838825,24,594.0,TARGET,7159 W MADISON ST,60619
136279,41,649.0,SHELL STATION,662 N SOUTHPORT AVE,60632
370694,47,382.0,BP GAS STATION,8226 S COTTAGE GROVE AVE,60625
975918,4,297.0,TRADER JOES,7986 N WESTERN AVE,60630
222614,49,844.0,ALDI,9297 S HALSTED ST,60639
413426,37,985.0,WALGREENS,8880 S PULASKI RD,60604
641275,48,803.0,MARIANO'S,1332 N BROADWAY,60606
234251,28,580.0,HOME DEPOT,2267 N MICHIGAN AVE,60602
934025,6,842.0,MARIANO'S,9926 W NORTH AVE,60637
829438,47,952.0,MCDONALD'S,5995 S HOUSTON AVE,60630
768134,24,876.0,WHOLE FOODS,4412 W 43RD ST,60632
384326,41,590.0,DUNKIN DONUTS,505 N CICERO AVE,60602
51234,48,796.0,SPEEDWAY,4798 N BROADWAY,60630
517391,28,773.0,BP GAS STATION,3130 S COTTAGE GROVE AVE,60637
561151,5,457.0,WALGREENS,2607 W 43RD ST,60607
276563,19,116.0,LOWES,6730 N BROADWAY,60605
748154,29,717.0,REGGIE'S BAR & GRILL,258 S WABASH AVE,60611
332966,45,154.0,BUONA BEEF,4447 W 63RD ST,60633
867872,2,453.0,MCDONALD'S,7362 W 43RD ST,60638
324752,45,230.0,SEVEN ELEVEN,4007 N WESTERN AVE,60634
156559,44,617.0,AUTOZONE,895 W DEVON AVE,60605
228314,8,457.0,LOWES,7291 W 43RD ST,60619
635608,36,576.0,COSTCO,979 W IRVING PARK RD,60604
328269,49,293.0,DOMINICKS,9569 S COTTAGE GROVE AVE,60613
135764,1,271.0,BP GAS STATION,2550 N MICHIGAN AVE,60629
118271,8,701.0,ADVANCE AUTO,8917 S PULASKI RD,60612
850009,48,766.0,WALMART,9474 W DEVON AVE,60635
562376,35,564.0,DUNKIN DONUTS,8856 S COTTAGE GROVE AVE,60607
535757,33,399.0,SAMS CLUB,1492 S COTTAGE GROVE AVE,60624
516033,10,746.0,PORTILLOS,8687 N WESTERN AVE,60622
69377,22,718.0,PORTILLOS,311 S WABASH AVE,60604
557118,38,965.0,NEYBOUR'S TAVERN,8150 N WESTERN AVE,60608
812579,5,156.0,GIORDANOS,9679 W DEVON AVE,60611
211371,23,922.0,AUTOZONE,975 S WABASH AVE,60609
561380,8,393.0,PORTILLOS,4658 W IRVING PARK RD,60605
942586,50,688.0,MCDONALD'S,2065 N WESTERN AVE,60617
512986,6,417.0,BP GAS STATION,1863 N WESTERN AVE,60629
916263,34,850.0,LOU MALNATIS,5033 N CLARK ST,60605
92387,39,191.0,POTBELLY,295 S WABASH AVE,60604
287560,8,150.0,SHELL STATION,6809 W 43RD ST,60634
530826,1,648.0,SHELL STATION,991 W DEVON AVE,60613
119381,50,214.0,POTBELLY,8413 N SOUTHPORT AVE,60633
85592,45,824.0,SAMS CLUB,1086 W MADISON ST,60632
121463,30,717.0,MCDONALD'S,5067 W CHICAGO AVE,60623
141348,45,248.0,HONEYBEERS,5056 S HALSTED ST,60602
580156,29,241.0,WALGREENS,9865 W CHICAGO AVE,60630
543376,32,268.0,BUONA BEEF,3066 S WABASH AVE,60607
797810,5,609.0,TARGET,5576 S ARCHER AVE,60626
294677,38,592.0,STARBUCKS,7728 S WABASH AVE,60605
476402,3,461.0,REGGIE'S BAR & GRILL,6238 S WABASH AVE,60640
245800,12,864.0,ALDI,529 N SOUTHPORT AVE,60624
262074,18,927.0,SAMS CLUB,804 N MICHIGAN AVE,60603
971914,40,113.0,DOMINICKS,1417 N CLARK ST,60624
989111,18,429.0,AUTOZONE,1118 W IRVING PARK RD,60625
534128,42,844.0,JEWEL OSCO,5839 S WABASH AVE,60633
521788,18,376.0,CELINA DELI,3503 N CLARK ST,60609
969639,5,803.0,POTBELLY,583 N CLARK ST,60639
202807,34,974.0,TRADER JOES,5820 W CHICAGO AVE,60637
4349,11,884.0,BP GAS STATION,1321 W CHICAGO AVE,60614
430806,30,978.0,DOMINICKS,5855 S HALSTED ST,60602
362659,6,712.0,AUTOZONE,3893 S PULASKI RD,60614
367852,11,868.0,DOMINICKS,1067 S PULASKI RD,60611
693429,29,187.0,COSTCO,2859 S STATE ST,60629
412766,21,,MARIANO'S,3558 W DEVON AVE,60627
553599,8,267.0,SAMS CLUB,2822 S WABASH AVE,60639
676021,1,538.0,NEYBOUR'S TAVERN,5764 S STATE ST,60635
360365,35,185.0,MARIANO'S,8511 S HALSTED ST,60616
621320,33,935.0,ALDI,2924 N CICERO AVE,60622
148526,10,122.0,WALMART,4219 W 43RD ST,60610
892242,1,274.0,COSTCO,8540 S ARCHER AVE,60635
62829,40,735.0,TRADER JOES,9415 S WABASH AVE,60631
521013,6,768.0,WHOLE FOODS,5670 W MADISON ST,60609
171543,10,141.0,TARGET,7668 N SOUTHPORT AVE,60609
499227,49,475.0,WHOLE FOODS,3895 N MICHIGAN AVE,60611
897367,12,566.0,STARBUCKS,222 N CICERO AVE,60614
286169,49,332.0,DOMINICKS,5847 W CHICAGO AVE,60625
572035,32,540.0,SPEEDWAY,525 S STATE ST,60627
366244,29,871.0,TARGET,6873 S WABASH AVE,60609
167238,27,694.0,STARBUCKS,2060 W 43RD ST,60627
295080,13,890.0,LOU MALNATIS,111 N CLARK ST,60614
529504,41,961.0,NEYBOUR'S TAVERN,2116 N BROADWAY,60616
419157,36,282.0,TONY'S FINER FOODS,3221 W NORTH AVE,60620
926973,44,446.0,POTBELLY,1766 W CHICAGO AVE,60606
308605,49,199.0,STARBUCKS,7242 S ARCHER AVE,60638
114425,48,275.0,SAMS CLUB,6574 S ARCHER AVE,60603
853825,20,369.0,DOMINICKS,5929 S COTTAGE GROVE AVE,60613
15234,9,933.0,SPEEDWAY,5684 W MADISON ST,60637
863207,7,226.0,WALGREENS,8179 W NORTH AVE,60609
261067,43,913.0,SAMS CLUB,4367 N CICERO AVE,60640
257012,23,129.0,LOWES,8236 N CICERO AVE,60638
992776,29,430.0,TONY'S FINER FOODS,9646 S ARCHER AVE,60622
53924,18,779.0,WALMART,9072 W 63RD ST,60611
26651,38,424.0,WALGREENS,4972 S STATE ST,60620
33397,28,451.0,AUTOZONE,3570 N MICHIGAN AVE,60612
168744,39,871.0,REGGIE'S BAR & GRILL,6340 S HOUSTON AVE,60612
832285,37,941.0,SHELL STATION,3829 S HOUSTON AVE,60601
780488,17,705.0,CVS PHARMACY,4576 S PULASKI RD,60603
791391,13,291.0,ADVANCE AUTO,6174 W NORTH AVE,60610
935368,35,876.0,SUBWAY,1810 W NORTH AVE,60638
795006,11,376.0,PIZZA HUT,6611 S STATE ST,60612
794031,49,311.0,POTBELLY,3570 S PULASKI RD,60614
462038,21,156.0,TONY'S FINER FOODS,3600 S PULASKI RD,60626
586384,23,968.0,STARBUCKS,3750 S STATE ST,60620
36042,23,632.0,MCDONALD'S,7664 S COTTAGE GROVE AVE,60604
880806,11,311.0,SAMS CLUB,9352 N BROADWAY,60633
261295,30,170.0,NEYBOUR'S TAVERN,840 S PULASKI RD,60617
610626,29,272.0,BP GAS STATION,3715 S COTTAGE GROVE AVE,60611
380749,10,590.0,DUNKIN DONUTS,602 N MICHIGAN AVE,60617
548030,6,395.0,JEWEL OSCO,7769 N CICERO AVE,60632
47938,8,437.0,PIZZA HUT,4250 N SOUTHPORT AVE,60612
818116,16,387.0,LOU MALNATIS,6374 W CHICAGO AVE,60638
437834,49,202.0,NEYBOUR'S TAVERN,8244 W MADISON ST,60640
357905,34,834.0,NEYBOUR'S TAVERN,8952 N CLARK ST,60610
449543,25,841.0,TRADER JOES,2190 S PULASKI RD,60624
418242,43,426.0,COSTCO,6836 W DEVON AVE,60617
564005,27,883.0,LOU MALNATIS,1720 W DEVON AVE,60616
473694,13,174.0,BP GAS STATION,9230 W 63RD ST,60639
19542,16,303.0,STARBUCKS,9410 W 63RD ST,60626
749436,30,590.0,JEWEL OSCO,5670 S PULASKI RD,60602
66346,31,750.0,DUNKIN DONUTS,9678 W MADISON ST,60618
705530,14,373.0,DUNKIN DONUTS,6122 W NORTH AVE,60629
537499,9,355.0,POTBELLY,4326 S HALSTED ST,60604
564271,38,147.0,ADVANCE AUTO,881 S COTTAGE GROVE AVE,60625
662110,27,513.0,ALDI,6161 S HALSTED ST,60634
403735,4,958.0,COSTCO,7532 S WABASH AVE,60630
550399,34,485.0,JEWEL OSCO,4071 W 63RD ST,60608
984235,1,662.0,SUBWAY,8128 N CLARK ST,60638
155878,43,172.0,WHOLE FOODS,7852 W DEVON AVE,60636
661564,34,168.0,DOMINICKS,3918 N SOUTHPORT AVE,60637
92530,46,223.0,TONY'S FINER FOODS,442 S HALSTED ST,60617
549157,3,577.0,SHELL STATION,5575 N BROADWAY,60611
842068,3,381.0,LOWES,606 W NORTH AVE,60603
616990,6,645.0,PORTILLOS,6619 W NORTH AVE,60602
247453,14,716.0,SEVEN ELEVEN,8809 S WABASH AVE,60631
152783,15,573.0,CVS PHARMACY,8585 S ARCHER AVE,60601
889145,20,988.0,WALMART,2043 S PULASKI RD,60637
513168,27,583.0,KRAFT FOODS,4919 W IRVING PARK RD,60631
419923,1,666.0,MCDONALD'S,6043 S WABASH AVE,60618
441825,3,350.0,HONEYBEERS,4255 N SOUTHPORT AVE,60631
654991,26,691.0,PORTILLOS,8525 N WESTERN AVE,60625
919463,49,225.0,PORTILLOS,5839 S HOUSTON AVE,60632
786288,11,965.0,ADVANCE AUTO,6395 N CLARK ST,60626
323505,47,428.0,TARGET,5222 W MADISON ST,60640
360327,49,329.0,ALDI,4367 S HALSTED ST,60608
868607,49,931.0,PORTILLOS,9130 N SOUTHPORT AVE,60615
246448,1,176.0,LOWES,1522 N BROADWAY,60630
816530,24,206.0,MARIANO'S,853 N SOUTHPORT AVE,60628
951539,44,402.0,NEYBOUR'S TAVERN,5539 W 43RD ST,60638
157793,9,135.0,TRADER JOES,3196 W CHICAGO AVE,60603
272454,24,621.0,MARIANO'S,5270 S PULASKI RD,60621
298267,38,227.0,WALGREENS,7555 W NORTH AVE,60618
867775,25,876.0,TRADER JOES,9508 N BROADWAY,60605
119194,15,659.0,BUONA BEEF,2009 W 43RD ST,60607
97670,48,963.0,DOMINICKS,2478 W 43RD ST,60607
170261,47,217.0,MARIANO'S,4639 S HOUSTON AVE,60605
37421,44,567.0,HONEYBEERS,2477 S ARCHER AVE,60620
299483,27,260.0,SAMS CLUB,1690 N WESTERN AVE,60606
996327,44,118.0,LOU MALNATIS,3707 N CLARK ST,60628
866546,10,652.0,COSTCO,2618 N BROADWAY,60631
691763,25,893.0,WALGREENS,2881 N CLARK ST,60640
557428,32,,REGGIE'S BAR & GRILL,9918 S STATE ST,60639
911823,10,664.0,CELINA DELI,8346 S WABASH AVE,60603
43233,20,336.0,SHELL STATION,9558 N MICHIGAN AVE,60624
243131,19,612.0,CVS PHARMACY,9859 S ARCHER AVE,60626
868077,27,982.0,PIZZA HUT,4546 S STATE ST,60622
152054,36,441.0,ADVANCE AUTO,5112 W NORTH AVE,60620
347017,32,253.0,STARBUCKS,8322 W 43RD ST,60604
182809,33,337.0,ADVANCE AUTO,814 N CLARK ST,60632
488164,21,510.0,CVS PHARMACY,5157 W 43RD ST,60628
902260,5,246.0,TRADER JOES,3550 W IRVING PARK RD,60618
133879,43,929.0,MCDONALD'S,2036 W IRVING PARK RD,60628
479624,13,816.0,CELINA DELI,9196 N SOUTHPORT AVE,60635
392157,6,167.0,MARIANO'S,727 W 43RD ST,60631
705683,8,684.0,SHELL STATION,6013 N CLARK ST,60637
911489,36,755.0,ALDI,9254 N BROADWAY,60610
796454,48,667.0,GIORDANOS,2409 W IRVING PARK RD,60624
644134,25,456.0,TONY'S FINER FOODS,8173 S STATE ST,60631
374182,10,267.0,WHOLE FOODS,8459 N WESTERN AVE,60611
597548,38,156.0,LOU MALNATIS,1777 W 43RD ST,60627
43163,4,784.0,DOMINICKS,700 S WABASH AVE,60615
497269,19,322.0,PORTILLOS,6963 S STATE ST,60618
538674,2,441.0,MARIANO'S,8354 S WABASH AVE,60601
225517,49,822.0,TRADER JOES,7037 N CLARK ST,60617
388282,30,581.0,PORTILLOS,9158 S HALSTED ST,60607
659102,12,613.0,WALGREENS,8007 W CHICAGO AVE,60624
395361,7,743.0,BUONA BEEF,204 N CICERO AVE,60638
884847,17,390.0,GIORDANOS,5708 S COTTAGE GROVE AVE,60635
681847,27,828.0,DUNKIN DONUTS,3932 N MICHIGAN AVE,60615
703858,25,477.0,AUTOZONE,231 W DEVON AVE,60618
857106,44,314.0,COSTCO,8677 W IRVING PARK RD,60628
897827,15,358.0,AUTOZONE,4269 W CHICAGO AVE,60638
911407,28,110.0,BP GAS STATION,1755 S PULASKI RD,60629
63600,45,384.0,MARIANO'S,9251 S COTTAGE GROVE AVE,60638
878146,36,864.0,SEVEN ELEVEN,6467 S ARCHER AVE,60631
341445,28,291.0,STARBUCKS,4318 W NORTH AVE,60634
494911,49,664.0,COSTCO,6841 W 63RD ST,60622
953067,1,128.0,MCDONALD'S,3958 S WABASH AVE,60639
843110,49,543.0,TARGET,7393 S PULASKI RD,60605
977654,7,849.0,JEWEL OSCO,7389 W DEVON AVE,60637
44776,7,278.0,PORTILLOS,9481 N MICHIGAN AVE,60633
420759,30,403.0,TARGET,6440 N SOUTHPORT AVE,60610
897499,37,436.0,JEWEL OSCO,2985 S WABASH AVE,60636
932473,49,731.0,ALDI,9420 N CICERO AVE,60616
274880,27,166.0,SEVEN ELEVEN,3441 W MADISON ST,60637
481861,10,868.0,GIORDANOS,2822 N CLARK ST,60619
514218,15,633.0,TONY'S FINER FOODS,4865 N SOUTHPORT AVE,60628
692149,6,181.0,BUONA BEEF,1859 W IRVING PARK RD,60629
722703,30,706.0,TRADER JOES,164 W MADISON ST,60635
739184,12,877.0,SUBWAY,4538 W 63RD ST,60604
533988,35,911.0,AUTOZONE,7813 W MADISON ST,60634
440556,46,140.0,TRADER JOES,3285 N MICHIGAN AVE,60617
139770,25,836.0,LOU MALNATIS,7423 W NORTH AVE,60613
489414,46,633.0,CELINA DELI,6074 N SOUTHPORT AVE,60636
928454,20,508.0,AUTOZONE,571 S PULASKI RD,60602
48332,22,103.0,WALMART,2729 N MICHIGAN AVE,60637
433600,5,505.0,WALMART,1466 W NORTH AVE,60626
725193,37,587.0,SPEEDWAY,8839 S COTTAGE GROVE AVE,60604
570187,30,992.0,TARGET,9587 S PULASKI RD,60635
355776,7,722.0,CELINA DELI,1409 N CLARK ST,60613
984264,13,983.0,TONY'S FINER FOODS,2664 N SOUTHPORT AVE,60620
431022,42,816.0,SUBWAY,1244 W CHICAGO AVE,60610
109786,6,440.0,CELINA DELI,391 N WESTERN AVE,60610
850812,24,185.0,CELINA DELI,7959 W 63RD ST,60609
798859,31,526.0,HONEYBEERS,1859 S ARCHER AVE,60630
66566,16,826.0,WALMART,9632 W 63RD ST,60626
838656,20,925.0,SUBWAY,554 S COTTAGE GROVE AVE,60634
116602,42,134.0,TONY'S FINER FOODS,6014 S HALSTED ST,60625
666195,19,199.0,PIZZA HUT,5461 S HOUSTON AVE,60626
528023,47,645.0,TRADER JOES,4328 W 43RD ST,60632
715475,26,726.0,HOME DEPOT,2409 W NORTH AVE,60640
633959,44,849.0,ALDI,7746 N CICERO AVE,60620
229545,23,338.0,HOME DEPOT,6505 N MICHIGAN AVE,60635
571039,1,526.0,AUTOZONE,9547 W CHICAGO AVE,60633
972393,42,655.0,WALGREENS,9396 W CHICAGO AVE,60633
802236,17,657.0,AUTOZONE,9384 W 43RD ST,60629
589246,10,221.0,WALMART,2698 W MADISON ST,60616
893355,30,341.0,JEWEL OSCO,9140 S HOUSTON AVE,60617
34252,27,730.0,HOME DEPOT,5959 W IRVING PARK RD,60616
345748,42,653.0,CVS PHARMACY,4828 S HALSTED ST,60620
188655,14,442.0,TARGET,4666 S STATE ST,60611
843074,7,609.0,BP GAS STATION,9975 W 63RD ST,60603
845415,9,113.0,TRADER JOES,8144 W NORTH AVE,60610
289017,39,363.0,TARGET,2301 W MADISON ST,60635
836760,5,576.0,BUONA BEEF,3333 W MADISON ST,60616
4475,13,556.0,HONEYBEERS,5904 N MICHIGAN AVE,60637
468518,3,623.0,TRADER JOES,4161 S HOUSTON AVE,60609
143778,8,551.0,MCDONALD'S,9752 W CHICAGO AVE,60608
543032,35,923.0,CVS PHARMACY,8406 S WABASH AVE,60621
250754,14,422.0,ALDI,3061 N CICERO AVE,60625
607665,42,320.0,ALDI,996 S COTTAGE GROVE AVE,60617
159216,27,549.0,ADVANCE AUTO,3490 W DEVON AVE,60602
612998,43,155.0,SEVEN ELEVEN,362 W DEVON AVE,60605
416674,33,346.0,REGGIE'S BAR & GRILL,8632 N BROADWAY,60620
475094,26,846.0,LOWES,5251 S ARCHER AVE,60629
804911,18,243.0,MARIANO'S,2260 N SOUTHPORT AVE,60620
337189,5,347.0,SHELL STATION,2775 W DEVON AVE,60631
972665,22,731.0,NEYBOUR'S TAVERN,4227 S HOUSTON AVE,60623
299452,41,856.0,SEVEN ELEVEN,5274 W NORTH AVE,60612
923962,4,296.0,DUNKIN DONUTS,2545 W NORTH AVE,60601
917075,35,698.0,LOWES,5884 S COTTAGE GROVE AVE,60607
573313,38,376.0,BUONA BEEF,2675 W NORTH AVE,60625
983076,6,743.0,AUTOZONE,8714 S WABASH AVE,60635
18311,43,559.0,WHOLE FOODS,5827 N BROADWAY,60626
747315,42,222.0,TRADER JOES,5419 N CICERO AVE,60624
222653,9,415.0,SEVEN ELEVEN,281 N BROADWAY,60612
415458,22,667.0,SUBWAY,345 N CLARK ST,60621
819268,14,307.0,STARBUCKS,334 N CLARK ST,60623
158609,39,234.0,JEWEL OSCO,7286 N WESTERN AVE,60614
820601,5,225.0,KRAFT FOODS,3854 S ARCHER AVE,60636
179329,27,439.0,WHOLE FOODS,4143 N SOUTHPORT AVE,60603
580089,35,806.0,ALDI,6255 S WABASH AVE,60608
836380,23,991.0,PORTILLOS,4488 N BROADWAY,60636
935975,31,654.0,SEVEN ELEVEN,8740 W NORTH AVE,60639
989867,7,131.0,ALDI,3655 S PULASKI RD,60602
291013,24,309.0,NEYBOUR'S TAVERN,5909 S COTTAGE GROVE AVE,60610
45435,33,224.0,SEVEN ELEVEN,5342 W DEVON AVE,60615
943403,10,441.0,CVS PHARMACY,5116 W NORTH AVE,60638
635649,34,949.0,STARBUCKS,9428 S HALSTED ST,60627
141108,46,252.0,WALMART,7037 S STATE ST,60607
127462,27,269.0,AUTOZONE,7384 W 43RD ST,60639
492414,33,329.0,BUONA BEEF,1336 S PULASKI RD,60614
635005,21,558.0,PIZZA HUT,2543 W MADISON ST,60608
170808,48,878.0,MARIANO'S,7020 N CLARK ST,60615
757942,18,814.0,TRADER JOES,5340 W 43RD ST,60612
827990,23,830.0,WALMART,9116 S STATE ST,60640
375287,47,151.0,PIZZA HUT,3943 W CHICAGO AVE,60606
856872,27,520.0,TRADER JOES,3068 W 63RD ST,60630
801813,22,629.0,DUNKIN DONUTS,4251 N SOUTHPORT AVE,60635
70820,38,367.0,GIORDANOS,6216 N BROADWAY,60617
35973,18,138.0,LOWES,8815 N BROADWAY,60637
460866,2,615.0,HOME DEPOT,8506 N WESTERN AVE,60615
144150,6,132.0,SPEEDWAY,3854 S STATE ST,60623
560656,22,769.0,PIZZA HUT,1651 S HOUSTON AVE,60621
149361,23,673.0,TRADER JOES,4365 W 63RD ST,60615
792187,44,784.0,SPEEDWAY,449 S HALSTED ST,60620
661704,30,356.0,REGGIE'S BAR & GRILL,332 W 63RD ST,60632
125062,19,748.0,SHELL STATION,7228 W DEVON AVE,60622
702175,7,166.0,PIZZA HUT,5053 W IRVING PARK RD,60620
259790,21,578.0,PIZZA HUT,4941 S HALSTED ST,60625
659683,21,983.0,MCDONALD'S,4499 W NORTH AVE,60601
537416,10,137.0,TRADER JOES,2087 S STATE ST,60635
34396,13,370.0,KRAFT FOODS,1548 W NORTH AVE,60638
771266,18,447.0,CELINA DELI,6391 S HALSTED ST,60603
175864,50,116.0,LOWES,9897 S STATE ST,60639
621055,9,740.0,HONEYBEERS,8991 W DEVON AVE,60622
619820,42,407.0,AUTOZONE,2234 S WABASH AVE,60632
870321,6,393.0,GIORDANOS,9690 N CLARK ST,60633
408449,10,159.0,WALMART,7158 W 63RD ST,60629
901422,11,340.0,JEWEL OSCO,4719 S WABASH AVE,60631
402796,28,355.0,HONEYBEERS,8352 W IRVING PARK RD,60617
319362,1,126.0,CVS PHARMACY,1869 N MICHIGAN AVE,60618
334970,1,337.0,HOME DEPOT,9138 N BROADWAY,60633
78678,2,408.0,MCDONALD'S,4993 N BROADWAY,60617
489482,46,267.0,TRADER JOES,5661 W NORTH AVE,60605
815116,25,835.0,PORTILLOS,2217 W CHICAGO AVE,60608
356400,31,518.0,WALMART,2575 S ARCHER AVE,60606
253838,27,656.0,DOMINICKS,9493 S STATE ST,60612
334206,18,738.0,DOMINICKS,5193 S STATE ST,60608
781942,36,123.0,BUONA BEEF,4097 W CHICAGO AVE,60605
310680,13,679.0,WALMART,7829 S COTTAGE GROVE AVE,60627
245748,2,554.0,TRADER JOES,8452 S HALSTED ST,60605
645302,47,195.0,WALGREENS,521 S WABASH AVE,60602
756074,44,631.0,SPEEDWAY,2595 N CLARK ST,60639
885432,12,886.0,COSTCO,4803 W MADISON ST,60618
782229,22,778.0,SEVEN ELEVEN,7064 N WESTERN AVE,60612
906059,1,603.0,DUNKIN DONUTS,3028 S ARCHER AVE,60616
282368,16,537.0,KRAFT FOODS,960 W 63RD ST,60623
289771,25,239.0,TRADER JOES,6444 N CLARK ST,60627
655699,2,218.0,PIZZA HUT,1677 W NORTH AVE,60604
262662,31,991.0,AUTOZONE,937 N BROADWAY,60601
350436,25,786.0,KRAFT FOODS,4392 N WESTERN AVE,60623
510695,44,836.0,PORTILLOS,2831 S PULASKI RD,60622
792341,20,441.0,DUNKIN DONUTS,6993 S STATE ST,60627
166010,2,616.0,STARBUCKS,3705 S WABASH AVE,60604
761748,29,697.0,POTBELLY,763 N CICERO AVE,60622
190237,12,228.0,HOME DEPOT,3933 S WABASH AVE,60606
962870,42,954.0,KRAFT FOODS,4697 S PULASKI RD,60638
918061,9,885.0,KRAFT FOODS,6650 W 63RD ST,60617
948588,20,489.0,PIZZA HUT,7634 S PULASKI RD,60605
250638,9,734.0,SHELL STATION,7749 W DEVON AVE,60634
249266,10,922.0,LOWES,2708 N CLARK ST,60622
835433,44,363.0,POTBELLY,189 W CHICAGO AVE,60624
749707,50,891.0,WHOLE FOODS,3019 N BROADWAY,60626
243004,20,423.0,TARGET,2774 W NORTH AVE,60627
975242,7,962.0,DUNKIN DONUTS,598 W 43RD ST,60621
251890,12,651.0,MCDONALD'S,7710 S PULASKI RD,60619
748386,37,869.0,BP GAS STATION,5786 S WABASH AVE,60617
490889,17,929.0,JEWEL OSCO,1926 S HALSTED ST,60618
511852,19,420.0,SPEEDWAY,3383 N SOUTHPORT AVE,60604
472400,9,883.0,JEWEL OSCO,6643 S ARCHER AVE,60622
104266,23,202.0,PORTILLOS,4694 W DEVON AVE,60626
918229,37,304.0,WHOLE FOODS,8712 S HALSTED ST,60608
932826,33,187.0,PORTILLOS,8650 N SOUTHPORT AVE,60631
643738,8,892.0,GIORDANOS,8652 S WABASH AVE,60627
163653,37,424.0,AUTOZONE,9013 N MICHIGAN AVE,60639
494387,38,565.0,HOME DEPOT,5453 N SOUTHPORT AVE,60623
691216,18,481.0,LOWES,8611 N BROADWAY,60610
831285,28,674.0,SEVEN ELEVEN,4757 S WABASH AVE,60630
155598,20,833.0,DUNKIN DONUTS,8940 S PULASKI RD,60634
584386,40,949.0,MCDONALD'S,1544 W 63RD ST,60618
798507,7,554.0,TONY'S FINER FOODS,8473 W MADISON ST,60602
227118,23,658.0,COSTCO,4450 N BROADWAY,60601
995595,38,441.0,LOU MALNATIS,3341 N CICERO AVE,60623
497901,32,822.0,BUONA BEEF,4591 N MICHIGAN AVE,60637
31173,23,620.0,STARBUCKS,983 N BROADWAY,60633
594057,31,304.0,BP GAS STATION,9366 N CICERO AVE,60621
410429,40,857.0,NEYBOUR'S TAVERN,6962 W IRVING PARK RD,60618
336287,16,236.0,DOMINICKS,2983 S ARCHER AVE,60633
8727,36,168.0,STARBUCKS,5235 S HOUSTON AVE,60638
296538,44,520.0,PORTILLOS,5740 W DEVON AVE,60638
47068,8,555.0,CELINA DELI,3298 W CHICAGO AVE,60640
950145,33,550.0,ADVANCE AUTO,6512 W DEVON AVE,60605
828063,3,245.0,PIZZA HUT,3733 N CICERO AVE,60618
417261,16,859.0,POTBELLY,9203 N BROADWAY,60620
856750,23,720.0,WALGREENS,7834 W 63RD ST,60635
975250,15,404.0,PORTILLOS,8417 S HALSTED ST,60636
283450,49,687.0,COSTCO,6044 W MADISON ST,60605
544984,36,659.0,MCDONALD'S,563 N CICERO AVE,60628
23908,31,269.0,SHELL STATION,489 S HOUSTON AVE,60611
103612,36,550.0,SAMS CLUB,8062 W 43RD ST,60619
165607,9,956.0,REGGIE'S BAR & GRILL,3875 W 63RD ST,60627
801691,35,388.0,WHOLE FOODS,3061 W DEVON AVE,60613
992756,20,435.0,HONEYBEERS,6499 S WABASH AVE,60607
348120,17,673.0,DUNKIN DONUTS,9201 W NORTH AVE,60602
482685,35,791.0,CVS PHARMACY,4077 W 63RD ST,60625
654955,7,139.0,MCDONALD'S,963 N SOUTHPORT AVE,60632
302343,28,795.0,TARGET,8658 N CLARK ST,60618
